ID,Name,Node,Latitude,Longitude,Technology,Fuel,Commissioning,Capacity,Efficiency,Emission,Transport,Electrical Storage,CHP technology,CHP network,Power to heat factor,Electricity reduction,Max. heat 
BNA0918a,Dow Stade,64,53.65,9.51,Steam turbine,Natural gas,1972,190,0.354,0.570,0.00,0,,,,,
BNA0918b,Dow Stade,64,53.65,9.51,Combined cycle,Natural gas,2014,173,0.603,0.335,0.00,0,BKP,DH_DE_Ind,0.52,,333
BNA0922,GuD-Ikw Staßfurt,373,51.87,11.57,Combined cycle,Natural gas,1996,132,0.522,0.387,0.00,0,BKP,DH_DE_Ind,0.83,,160
BNA0926b,Heizkraftwerk der Sappi Stockstadt GmbH,128,49.98,9.07,Steam turbine,Hard coal,1969,24.8,0.348,0.979,6.36,0,EXT,DH_DE_Ind,0.40,0.15,45
BNA0934,Heizkraftwerk Stuttgart-Gaisburg,273,48.78,9.23,Steam turbine,Hard coal,2009,22.6,0.448,0.760,3.29,0,BKP,DH_DE_Neckar,0.52,,43
BNA0935,Restmüll-Heizkraftwerk Stuttgart-Münster,273,48.82,9.22,Steam turbine,Hard coal,1982,45,0.380,0.895,3.88,0,EXT,DH_DE_Neckar,0.20,0.15,129
BNA0936,Restmüll-Heizkraftwerk Stuttgart-Münster,273,48.82,9.22,Steam turbine,Hard coal,1984,45,0.385,0.883,3.83,0,EXT,DH_DE_Neckar,0.20,0.15,129
BNA0937,Restmüll-Heizkraftwerk Stuttgart-Münster,273,48.82,9.22,Gas turbine,Oil(light),1974,23.3,0.312,0.851,0.00,0,,,,,
BNA0938,Restmüll-Heizkraftwerk Stuttgart-Münster,273,48.82,9.22,Gas turbine,Oil(light),1974,23.3,0.312,0.851,0.00,0,,,,,
BNA0939a,Restmüll-Heizkraftwerk Stuttgart-Münster,273,48.81,9.22,Steam turbine,Waste,2009,19.5,0.330,0.000,0.00,0,EXT,DH_DE_Neckar,0.20,0.15,56
BNA0939b,Restmüll-Heizkraftwerk Stuttgart-Münster,273,48.82,9.22,Gas turbine,Oil(light),1974,23.3,0.312,0.851,0.00,0,,,,,
BNA0957,BHKW Obere Viehweide,276,48.51,9.07,Steam turbine,Natural gas,2000,13.4,0.385,0.524,0.00,0,BKP,DH_DE_Rem,0.74,,18
BNA0969a,Nord 1,308,48.18,11.64,Steam turbine,Waste,1992,18,0.330,0.000,0.00,0,BKP,DH_DE_Muenchen,0.32,,56
BNA0969b,Nord 2,308,48.18,11.64,Steam turbine,Hard coal,1991,332.7,0.403,0.845,6.10,0,EXT,DH_DE_Muenchen,0.52,0.15,300
BNA0969c,Nord 3,308,48.18,11.64,Steam turbine,Waste,1984,22,0.330,0.000,0.00,0,BKP,DH_DE_Muenchen,0.32,,69
BNA0989,KW West,86,51.58,6.68,Steam turbine,Hard coal,1971,318,0.353,0.965,2.79,0,,,,,
BNA0990,KW West,86,51.58,6.68,Steam turbine,Hard coal,1971,322,0.353,0.965,2.79,0,,,,,
BNA0991,KW Voerde,86,51.58,6.69,Steam turbine,Hard coal,1982,695,0.438,0.777,2.25,0,,,,,
BNA0992,KW Voerde,86,51.58,6.69,Steam turbine,Hard coal,1985,695,0.438,0.777,2.25,0,,,,,
BNA0993,Irsching,312,48.77,11.58,Steam turbine,Natural gas,1974,415,0.356,0.566,0.00,0,,,,,
BNA0994,Gemeinschaftskraftwerk Irsching ,312,48.77,11.58,Combined cycle,Natural gas,2010,846,0.585,0.345,0.00,0,,,,,
BNA0995,Ulrich Hartmann (Irsching),312,48.77,11.58,Combined cycle,Natural gas,2011,545,0.590,0.342,0.00,0,,,,,
BNA0997,"HKW Fenne, Grubengaskraftwerk",26,49.25,6.88,Combustion Engine,Other fuels,2003,42,0.446,0.000,0.00,0,EXT,DH_DE_Saar,0.45,0.15,43
BNA0998,Modellkraftwerk,26,49.25,6.88,Steam turbine,Hard coal,1982,179,0.380,0.895,3.88,0,EXT,DH_DE_Saar,0.48,0.15,210
BNA0999,Heizkraftwerk,26,49.25,6.88,Steam turbine,Hard coal,1989,211,0.398,0.856,3.71,0,EXT,DH_DE_Saar,0.43,0.15,185
BNA1002,Wählitz,341,51.17,12.08,Steam turbine,Lignite,1994,31,0.386,0.942,0.00,0,EXT,DH_DE_Rem,0.45,0.15,52
BNA1004,Kraftwerk Walheim,270,49.02,9.16,Gas turbine,Oil(light),1981,136,0.331,0.805,0.00,0,,,,,
BNA1005,Kraftwerk Walheim,270,49.02,9.16,Steam turbine,Hard coal,1964,96,0.453,0.752,3.26,0,,,,,
BNA1006,Kraftwerk Walheim,270,49.02,9.16,Steam turbine,Hard coal,1967,148,0.453,0.752,3.26,0,,,,,
BNA1007a,SKW Gasturbine,302,47.68,10.32,Gas turbine,Oil(light),1988,24,0.349,0.763,0.00,0,,,,,
BNA1007b,SKW Diesel,302,47.68,10.32,Steam turbine,Oil(light),1978,10.5,0.361,0.737,0.00,0,,,,,
BNA1015,Wedel,410,53.57,9.73,Gas turbine,Oil(light),1972,50.5,0.307,0.866,0.00,0,,,,,
BNA1016,Wedel,410,53.57,9.73,Gas turbine,Oil(light),1972,50.5,0.307,0.866,0.00,0,,,,,
BNA1020,MVA Weisweiler,169,50.84,6.32,Steam turbine,Waste,1996,24,0.330,0.000,0.00,0,BKP,DH_DE_Ind,0.36,,67
BNA1025,Weisweiler,169,50.84,6.32,Steam turbine,Lignite,1965,312,0.316,1.150,0.00,0,,,,,
BNA1026,Weisweiler,169,50.84,6.32,Steam turbine,Lignite,1967,304,0.321,1.132,0.00,0,,,,,
BNA1027,Weisweiler,169,50.84,6.32,Steam turbine,Lignite,1974,592,0.338,1.076,0.00,0,EXT,DH_DE_Rem,0.35,0.15,304
BNA1028,Weisweiler,169,50.84,6.32,Steam turbine,Lignite,1975,592,0.340,1.069,0.00,0,,0,,,
BNA1037,Kraftwerk Werdohl-Elverlingsen,3676,51.28,7.71,Steam turbine,Hard coal,1982,310,0.380,0.895,2.59,0,,,,,
BNA1039,Gersteinwerk,145,51.67,7.71,Combined cycle,Natural gas,1973,55,0.419,0.482,0.00,0,,,,,
BNA1040,Gersteinwerk,145,51.67,7.71,Combined cycle,Natural gas,1973,55,0.419,0.482,0.00,0,,,,,
BNA1041,Gersteinwerk,145,51.67,7.71,Gas turbine,Natural gas,1973,55,0.310,0.651,0.00,0,,,,,
BNA1042,Gersteinwerk,145,51.67,7.71,Gas turbine,Natural gas,1973,55,0.310,0.651,0.00,0,,,,,
BNA1046a,Gersteinwerk,145,51.67,7.71,Steam turbine,Hard coal,1984,607.5,0.385,0.883,2.55,0,,,,,
BNA1046b,Gersteinwerk,145,51.67,7.71,Gas turbine,Natural gas,1984,112,0.338,0.596,0.00,0,,,,,
BNA1056,Wi-Biebrich,200,50.04,8.25,Steam turbine,Natural gas,2006,25,0.392,0.515,0.00,0,EXT,DH_DE_Ind,0.55,0.15,36
BNA1060,Wilhelmshaven,407,53.57,8.15,Gas turbine,Oil(light),1973,56,0.310,0.859,0.00,0,,,,,
BNA1061,Wilhelmshaven,407,53.57,8.15,Steam turbine,Hard coal,1976,757,0.365,0.932,0.67,0,,,,,
BNA1074,Spitzenlastkraftwerk Wolfen,337,51.64,12.23,Steam turbine,Natural gas,1997,40,0.382,0.529,0.00,0,,,,,
BNA1075a,HKW Nord,226,51.25,9.44,Steam turbine,Hard coal,2000,61.5,0.425,0.800,2.89,0,EXT,DH_DE_Ind,0.20,0.15,176
BNA1075b,HKW Nord,56,52.43,10.79,Steam turbine,Hard coal,2000,61.5,0.425,0.800,1.16,0,EXT,DH_DE_Ind,0.20,0.15,176
BNA1076a,HKW West,226,51.25,9.44,Steam turbine,Hard coal,1985,138.5,0.388,0.878,3.17,0,EXT,DH_DE_Rem,0.48,0.15,140
BNA1076b,HKW West,226,52.44,10.76,Steam turbine,Hard coal,1985,138.5,0.388,0.878,3.17,0,EXT,DH_DE_Rem,0.48,0.15,140
BNA1078,HKW Wörth,32,49.07,8.31,Steam turbine,Natural gas,2008,59,0.394,0.512,0.00,0,BKP,DH_DE_Ind,0.65,,91
BNA1082,HKW Barmen,174,51.27,7.20,Combined cycle,Natural gas,2005,82,0.563,0.359,0.00,0,EXT,DH_DE_Rem,0.55,0.15,117
BNA1083,Spitzenlastanlage Barmen,174,51.27,7.20,Combined cycle,Oil(light),2008,60,0.380,0.700,0.00,0,,,,,
BNA1084,HKW Elberfeld ,119,51.25,7.12,Steam turbine,Hard coal,1989,85,0.398,0.856,2.47,0,EXT,DH_DE_Rem,0.27,0.15,201
BNA1085,Heizkraftwerke an der Friedensbrücke,232,49.80,9.92,Combined cycle,Natural gas,1971,23,0.410,0.493,0.00,0,EXT,DH_DE_Rem,0.39,0.15,43
BNA1086,Heizkraftwerke an der Friedensbrücke,232,49.80,9.92,Combined cycle,Natural gas,1993,25,0.509,0.397,0.00,0,EXT,DH_DE_Rem,0.65,0.00,38
BNA1087,Heizkraftwerke an der Friedensbrücke,232,49.80,9.92,Combined cycle,Natural gas,2009,29.5,0.581,0.348,0.00,0,EXT,DH_DE_Rem,1.50,0.17,18
BNA1088,Heizkraftwerke an der Friedensbrücke,232,49.80,9.92,Combined cycle,Natural gas,2005,44.5,0.563,0.359,0.00,0,BKP,DH_DE_Ind,0.36,,125
BNA1089,Zielitz,375,52.30,11.68,Steam turbine,Natural gas,1996,52,0.381,0.530,0.00,0,BKP,DH_DE_Ind,0.67,,78
BNA1092,Zolling,311,48.46,11.80,Gas turbine,Oil(light),1976,46,0.318,0.838,0.00,0,,,,,
BNA1093,Zolling,311,48.46,11.80,Steam turbine,Hard coal,1986,472,0.453,0.752,5.43,0,EXT,DH_DE_Rem,0.48,0.15,242
BNA1094,Gaskraftwerk,69,50.71,6.65,Steam turbine,Natural gas,1966,15.1,0.348,0.581,0.00,0,EXT,DH_DE_Ind,0.75,0.17,16
BNA1097,Kohlekraftwerk,69,50.71,6.65,Steam turbine,Lignite,1978,14.4,0.424,0.857,0.00,0,BKP,DH_DE_Ind,0.38,,38
BNA1103,UPM Augsburg,296,48.38,10.90,Steam turbine,Natural gas,1966,29,0.348,0.581,0.00,0,EXT,DH_DE_Ind,0.39,0.15,54
BNA1104,Heizkraftwerk,296,48.38,10.90,Steam turbine,Natural gas,1976,18,0.359,0.563,0.00,0,BKP,DH_DE_Rem,0.42,,43
BNA1105,HKW Bad Salzungen,228,50.80,10.22,Steam turbine,Natural gas,1994,9.7,0.378,0.533,0.00,0,BKP,DH_DE_Rem,0.65,,15
BNA1108,PD energy GmbH,337,51.63,12.29,Steam turbine,Waste,2010,9.9,0.330,0.000,0.00,0,BKP,DH_DE_Ind,0.45,,22
BNA1110,Restmüllheizkraftwerk Böblingen,272,48.69,9.05,Steam turbine,Waste,1999,9.5,0.330,0.000,0.00,0,BKP,DH_DE_Rem,0.36,,26
BNA1114,MHKW,401,53.11,8.82,Steam turbine,Waste,2012,44,0.330,0.000,0.00,0,BKP,DH_DE_Ind,0.45,,98
BNA1115,Gichtgaskraftwerk Dillingen,67,49.35,6.73,Steam turbine,Other fuels,2010,85,0.330,0.000,0.00,0,BKP,DH_DE_Saar,0.37,,230
BNA1116,BEG,404,53.55,8.62,Steam turbine,Waste,1977,14,0.330,0.000,0.00,0,BKP,DH_DE_Rem,0.32,,44
BNA1117,Industriekraftwerk Breuberg,128,49.81,9.01,Steam turbine,Natural gas,1999,11.4,0.384,0.526,0.00,0,EXT,DH_DE_Ind,1.25,0.17,8
BNA1119,MHKW Burgkirchen,315,48.19,12.74,Steam turbine,Waste,1994,12.5,0.330,0.000,0.00,0,EXT,DH_DE_Rem,0.34,0.15,26
BNA1120,Energiezentrale,154,51.57,7.30,Gas turbine,Natural gas,1991,10.2,0.357,0.566,0.00,0,BKP,DH_DE_Ind,0.65,,16
BNA1121,Energiezentrale,154,51.57,7.30,Steam turbine,Natural gas,2005,0.9,0.391,0.517,0.00,0,BKP,DH_DE_Rem,1.50,,1
BNA1125,Heizkraftwerk,199,49.88,8.63,Gas turbine,Natural gas,1999,10,0.377,0.535,0.00,0,BKP,DH_DE_Ind,0.65,,15
BNA1127,GHD,317,48.64,12.46,Gas turbine,Natural gas,1998,6.7,0.375,0.538,0.00,0,EXT,DH_DE_Rem,0.65,0.00,10
BNA1128,GHD,317,48.64,12.46,Gas turbine,Natural gas,1998,6.7,0.375,0.538,0.00,0,EXT,DH_DE_Rem,0.65,0.00,10
BNA1131,"MT, Düren",170,50.77,6.49,Steam turbine,Natural gas,2011,14,0.397,0.508,0.00,0,,,,,
BNA1138,BHKW an Klinkerweg,118,51.22,6.95,Steam turbine,Natural gas,2000,10.2,0.385,0.524,0.00,0,BKP,DH_DE_Rem,0.70,,15
BNA1139,TREA Breisgau,268,47.89,7.62,Steam turbine,Waste,2005,13.6,0.330,0.000,0.00,0,EXT,DH_DE_Rem,0.45,0.15,23
BNA1141,P&L Werk Euskirchen,71,50.66,6.81,Steam turbine,Lignite,2013,14.5,0.431,0.843,0.00,0,BKP,DH_DE_Ind,0.38,,38
BNA1144,EEW Göppingen,274,48.68,9.67,Steam turbine,Waste,2009,11,0.330,0.000,0.00,0,EXT,DH_DE_Rem,0.45,0.15,18
BNA1148,MVA Hamm,145,51.68,7.74,Steam turbine,Waste,1985,14.6,0.330,0.000,0.00,0,BKP,DH_DE_Ind,0.34,,43
BNA1151,KWKK Heidelberg,58,49.42,8.67,Steam turbine,Natural gas,2002,13.5,0.387,0.521,0.00,0,EXT,DH_DE_Ind,1.50,0.17,8
BNA1154,RZR Herten I,92,51.56,7.16,Steam turbine,Waste,1982,12.5,0.330,0.000,0.00,0,BKP,DH_DE_Ruhr,0.32,,39
BNA1155,RZR Herten II,92,51.56,7.16,Steam turbine,Waste,2009,17.1,0.330,0.000,0.00,0,,,,,
BNA1161,MVA Ingolstadt,313,48.76,11.49,Steam turbine,Waste,1984,25.5,0.330,0.000,0.00,0,BKP,DH_DE_Ind,0.34,,75
BNA1164,P&L Werk Jülich,170,50.92,6.37,Steam turbine,Lignite,2004,24.6,0.410,0.887,0.00,0,BKP,DH_DE_Ind,0.38,,65
BNA1165,P&L Werk Appeldorn,147,51.73,6.36,Steam turbine,Natural gas,2004,11.4,0.389,0.518,0.00,0,EXT,DH_DE_Ind,0.55,0.15,16
BNA1166,Abfallentsorgungszentrum Asdonkshof,95,51.52,6.57,Steam turbine,Oil(light),1997,4.8,0.382,0.697,0.00,0,,,,,
BNA1167,Abfallentsorgungszentrum Asdonkshof,95,51.52,6.57,Steam turbine,Waste,1997,16,0.330,0.000,0.00,0,BKP,DH_DE_Ind,0.36,,44
BNA1168,Müllheizkraftwerk,226,51.30,9.52,Steam turbine,Waste,1985,14.7,0.330,0.000,0.00,0,EXT,DH_DE_Rem,0.34,0.15,30
BNA1182,HKW Merkenich,104,51.02,6.96,Steam turbine,Natural gas,1965,15.5,0.347,0.582,0.00,0,EXT,DH_DE_Rem,0.39,0.15,29
BNA1183,HKW Merheim,108,50.94,7.09,Combined cycle,Natural gas,2001,15.8,0.545,0.371,0.00,0,EXT,DH_DE_Rem,1.50,0.17,9
BNA1184,RMVA Köln,104,51.00,6.94,Steam turbine,Waste,1997,45.1,0.330,0.000,0.00,0,BKP,DH_DE_Ind,0.36,,125
BNA1185,P&L Werk Könnern,373,51.70,11.76,Steam turbine,Lignite,1993,20.3,0.383,0.948,0.00,0,BKP,DH_DE_Rem,0.38,,53
BNA1186a,MKVA Krefeld,83,51.38,6.64,Steam turbine,Waste,1982,13.5,0.330,0.000,0.00,0,BKP,DH_DE_Rem,0.34,,40
BNA1186b,MKVA Krefeld,83,51.38,6.64,Steam turbine,Waste,2001,13.8,0.330,0.000,0.00,0,,,,,
BNA1186c,MKVA Krefeld,83,51.38,6.64,Steam turbine,Waste,1976,1.5,0.330,0.000,0.00,0,BKP,DH_DE_Rem,0.32,,5
BNA1186d,MKVA Krefeld,83,51.38,6.64,Steam turbine,Waste,1997,2.8,0.330,0.000,0.00,0,BKP,DH_DE_Rem,0.36,,8
BNA1186e,MKVA Krefeld,83,51.38,6.64,Steam turbine,Waste,1976,1.5,0.330,0.000,0.00,0,EXT,DH_DE_Rem,0.32,0.15,3
BNA1187,P&L Werk Lage,216,51.99,8.81,Steam turbine,Natural gas,1980,10.2,0.363,0.556,0.00,0,EXT,DH_DE_Ind,0.47,0.15,16
BNA1190,Thermische Abfallbehandlung Lauta GmbH & Co. oHG,352,51.45,14.11,Steam turbine,Waste,2004,15.7,0.330,0.000,0.00,0,BKP,DH_DE_Rem,0.45,,35
BNA1193,HKW-West,216,52.03,8.87,Steam turbine,Natural gas,2001,12.8,0.387,0.521,0.00,0,EXT,DH_DE_Rem,0.55,0.15,18
BNA1196a,BHKW Ludwigshafen,252,49.45,8.43,Steam turbine,Natural gas,2008,12.5,0.394,0.512,0.00,0,EXT,DH_DE_Rem,0.55,0.15,18
BNA1196b,Industriekraftwerk Ludwigshafen,252,49.45,8.43,Combined cycle,Natural gas,2003,12,0.554,0.365,0.00,0,EXT,DH_DE_Ind,0.55,0.15,17
BNA1197,FHKW Ludwigshafen,250,49.49,8.43,Steam turbine,Waste,1967,28,0.330,0.000,0.00,0,BKP,DH_DE_Rem,0.32,,88
BNA1198,SITA Abfallverwertung GmbH ,341,51.18,12.02,Steam turbine,Waste,2005,25.4,0.330,0.000,0.00,0,BKP,DH_DE_Rem,0.45,,56
BNA1199,MHKW Mainz,200,50.03,8.24,Steam turbine,Waste,2009,15.6,0.330,0.000,0.00,0,BKP,DH_DE_Rem,0.45,,35
BNA1200,GuD-Kraftwerk,250,49.53,8.47,Combined cycle,Natural gas,2005,17.2,0.563,0.359,0.00,0,EXT,DH_DE_Ind,1.50,0.17,10
BNA1212,DKW Nord,49,48.06,10.49,Steam turbine,Oil(light),1988,11.4,0.372,0.715,0.00,0,,,,,
BNA1222,Müllheizkraftwerk Offenbach,196,50.07,8.77,Steam turbine,Waste,1972,10.4,0.330,0.000,0.00,0,EXT,DH_DE_Rem,0.28,0.15,24
BNA1225,PWG,303,47.79,11.06,Steam turbine,Natural gas,1989,5.3,0.373,0.541,0.00,0,EXT,DH_DE_Rem,0.58,0.00,9
BNA1226,PWG,303,47.79,11.06,Steam turbine,Natural gas,1987,5.3,0.371,0.544,0.00,0,EXT,DH_DE_Rem,0.58,0.00,9
BNA1227,DKW Leinau,49,47.91,10.61,Steam turbine,Oil(light),1983,11.4,0.366,0.726,0.00,0,,,,,
BNA1229,MHKW Pirmasens,245,49.23,7.60,Steam turbine,Waste,1999,15,0.330,0.000,0.00,0,BKP,DH_DE_Rem,0.36,,42
BNA1232,ZWSF,372,52.54,12.36,Steam turbine,Waste,2002,2.5,0.330,0.000,0.00,0,,,,,
BNA1233,EVE,372,52.54,12.36,Steam turbine,Waste,2009,14.5,0.330,0.000,0.00,0,BKP,DH_DE_Ind,0.45,,32
BNA1238,Kraftwerk Meggle,305,48.06,12.19,Steam turbine,Natural gas,2000,12.6,0.385,0.524,0.00,0,EXT,DH_DE_Ind,1.50,0.17,8
BNA1243,EBS-HKW Rostock,422,54.14,12.14,Steam turbine,Waste,2009,17,0.330,0.000,0.00,0,BKP,DH_DE_Rem,0.45,,38
BNA1244,AVA Velsen,26,49.21,6.83,Steam turbine,Waste,1997,15.8,0.330,0.000,0.00,0,EXT,DH_DE_Ind,0.36,0.15,31
BNA1248a,UPM Schongau,49,47.81,10.90,Steam turbine,Natural gas,1969,82,0.351,0.575,0.00,0,EXT,DH_DE_Rem,0.39,0.15,83
BNA1248b,HKW3 UPM Schongau,49,47.81,10.90,Steam turbine,Natural gas,2015,65,0.402,0.503,0.00,0,,,,,
BNA1249,UPM Schongau,49,47.81,10.90,Steam turbine,Other fuels,1989,6,0.330,0.000,0.00,0,BKP,DH_DE_Ind,0.36,,17
BNA1254,Müllkraftwerk Schwandorf,321,49.31,12.09,Steam turbine,Waste,1982,54,0.330,0.000,0.00,0,EXT,DH_DE_Rem,0.34,0.15,110
BNA1255,Kraftwerk Schwedt GmbH & Co.KG,360,53.08,14.32,Steam turbine,Waste,2011,28.9,0.330,0.000,0.00,0,BKP,DH_DE_Rem,0.45,,64
BNA1260,Heizkraftwerk Sindelfingen,272,48.70,9.00,Steam turbine,Natural gas,2013,95,0.399,0.505,0.00,0,EXT,DH_DE_Ind,0.76,0.17,102
BNA1261,Stapelfeld,415,53.62,10.22,Steam turbine,Waste,1978,16.4,0.330,0.000,0.00,0,BKP,DH_DE_Rem,0.32,,51
BNA1262,REMONDIS Thermische Abfallverwertung GmbH,373,51.87,11.58,Steam turbine,Waste,2008,24,0.330,0.000,0.00,0,BKP,DH_DE_Rem,0.45,,53
BNA1264,HKW Bohrhügel,330,50.63,10.70,Steam turbine,Natural gas,1995,13.5,0.380,0.532,0.00,0,,,,,
BNA1271,Unterbreizbach,180,50.81,9.98,Steam turbine,Natural gas,1965,33.6,0.347,0.582,0.00,0,EXT,DH_DE_Ind,0.39,0.15,62
BNA1279,Gasturbine,106,50.83,6.96,Combined cycle,Natural gas,1996,51.9,0.428,0.472,0.00,0,BKP,DH_DE_Ind,0.65,,80
BNA1280,Kraftwerk,106,50.83,6.96,Combined cycle,Oil(light),1962,66.3,0.380,0.700,0.00,0,EXT,DH_DE_Ind,0.43,0.17,111
BNA1284,Co-Generation,249,49.66,8.36,Steam turbine,Natural gas,1991,11.5,0.375,0.538,0.00,0,BKP,DH_DE_Ind,0.65,,18
BNA1285,Sigmundshall,385,52.42,9.37,Steam turbine,Natural gas,1974,19,0.356,0.566,0.00,0,BKP,DH_DE_Ind,0.65,,29
BNA1286,Restabfallbehandlungsanlage,330,50.64,10.69,Steam turbine,Waste,2007,11.2,0.330,0.000,0.00,0,BKP,DH_DE_Rem,0.45,,25
BNA1289,AMK - Abfallentsorgungsgesellschaft des Märkischen Kreises mbH,62,51.40,7.70,Steam turbine,Waste,1981,12.6,0.330,0.000,0.00,0,BKP,DH_DE_Rem,0.34,,37
BNA1291,IHKW Andernach,68,50.43,7.43,Steam turbine,Waste,2009,12.5,0.330,0.000,0.00,0,BKP,DH_DE_Ind,0.45,,28
BNA1292a,IHKW Heidenheim,292,48.67,10.15,Steam turbine,Natural gas,1983,11.1,0.366,0.551,0.00,0,BKP,DH_DE_Ind,0.60,,19
BNA1292b,IHKW Heidenheim,292,48.67,10.15,Steam turbine,Natural gas,2014,15.4,0.385,0.524,0.00,0,EXT,DH_DE_Ind,1.50,0.17,9
BNA1293b,Kraftwerk,165,50.95,6.67,Steam turbine,Lignite,1995,10,0.388,0.936,0.00,0,BKP,DH_DE_Ind,0.38,,26
BNA1294,EEV,414,53.49,9.97,Steam turbine,Oil(light),1993,38,0.377,0.705,0.00,0,EXT,DH_DE_Ind,0.47,0.15,61
BNA1295,AVA GmbH,296,48.40,10.94,Steam turbine,Waste,1993,10,0.330,0.000,0.00,0,BKP,DH_DE_Ind,0.34,,29
BNA1315,HKW,268,48.01,7.84,Steam turbine,Natural gas,2001,27,0.386,0.523,0.00,0,BKP,DH_DE_Ind,0.65,,42
BNA1316,Müllheizkraftwerk,119,51.23,7.14,Steam turbine,Waste,1976,30,0.330,0.000,0.00,0,BKP,DH_DE_Rem,0.32,,94
BNA1327a,Energiezentrale 1992,311,48.36,11.79,Steam turbine,Natural gas,1992,11.1,0.376,0.536,0.00,0,EXT,DH_DE_Ind,0.58,0.00,19
BNA1327b,Erweiterung Energiezentrale 2003,311,48.36,11.79,Steam turbine,Natural gas,2003,7.4,0.388,0.520,0.00,0,EXT,DH_DE_Rem,0.70,0.00,11
BNA1328,HBB,305,47.80,12.12,Steam turbine,Natural gas,2001,24,0.386,0.523,0.00,0,BKP,DH_DE_Ind,1.50,,16
BNA1329,K&N PFK AG EV,349,51.05,13.02,Combined cycle,Natural gas,1993,12.8,0.509,0.397,0.00,0,BKP,DH_DE_Ind,0.65,,20
BNA1330,Steinbeis Energie,429,53.78,9.43,Steam turbine,Waste,2010,17,0.330,0.000,0.00,0,EXT,DH_DE_Ind,0.45,0.15,28
BNA1331,Reno De Medici,210,51.39,8.07,Steam turbine,Hard coal,1923,19,0.315,1.080,3.12,0,EXT,DH_DE_Rem,0.40,0.15,35
BNA1332,INEOS Kraftwerk,159,51.47,6.64,Steam turbine,Natural gas,1995,24,0.380,0.532,0.00,0,BKP,DH_DE_Ind,0.48,,50
BNA1333a,HKW Pfaffenwald,272,48.75,9.11,Steam turbine,Natural gas,1988,12.2,0.372,0.543,0.00,0,BKP,DH_DE_Rem,0.65,,19
BNA1333b,HKW Pfaffenwald,272,48.75,9.11,Steam turbine,Natural gas,1969,11.3,0.351,0.575,0.00,0,BKP,DH_DE_Rem,0.42,,27
BNA1333c,HKW Pfaffenwald,272,48.75,9.11,Steam turbine,Natural gas,1968,11.6,0.350,0.577,0.00,0,BKP,DH_DE_Rem,0.42,,28
BNA1334,KWK-Anlage,399,53.12,8.73,Combined cycle,Natural gas,2002,14.8,0.549,0.368,0.00,0,EXT,DH_DE_Rem,0.48,0.15,23
BNA1335a,PKV Kraftwerk,405,53.40,8.13,Steam turbine,Natural gas,1989,58.1,0.373,0.541,0.00,0,EXT,DH_DE_Ind,0.47,0.15,94
BNA1335b,PKV Kraftwerk,405,53.40,8.13,Steam turbine,Natural gas,1968,0.5,0.350,0.577,0.00,0,EXT,DH_DE_Rem,0.39,0.15,1
BNA1336,Holthausen,116,51.18,6.84,Steam turbine,Natural gas,1948,84,0.328,0.616,0.00,0,EXT,DH_DE_Ind,0.39,0.15,156
BNA1337d,Notstromdiesel,128,49.99,9.16,Steam turbine,Oil(light),1991,0.5,0.375,0.709,0.00,0,,,,,
BNA1337e,GuD-Anlage,128,49.99,9.16,Combined cycle,Natural gas,2013,47,0.599,0.337,0.00,0,EXT,DH_DE_Ind,1.50,0.17,28
BNA1338,Spitzenkraftwerk,129,48.86,13.01,Steam turbine,Oil(light),1978,19,0.361,0.737,0.00,0,,,,,
BNA1396,EVC / GLOBALFOUNDRIES,351,51.13,13.72,Steam turbine,Natural gas,1998,34.3,0.383,0.527,0.00,0,EXT,DH_DE_Ind,0.48,0.15,54
BNA1397a,O10,171,51.07,6.85,Gas turbine,Other fuels,1963,15.5,0.330,0.000,0.00,0,EXT,DH_DE_Ind,0.28,0.15,36
BNA1397b,O10,171,51.07,6.85,Gas turbine,Other fuels,1963,19.2,0.330,0.000,0.00,0,EXT,DH_DE_Ind,0.28,0.15,45
BNA1397c,O10,171,51.07,6.85,Gas turbine,Other fuels,1963,15.5,0.330,0.000,0.00,0,EXT,DH_DE_Ind,0.28,0.15,36
BNA1397d,O10,171,51.07,6.85,Gas turbine,Other fuels,1966,10.4,0.330,0.000,0.00,0,,,,,
BNA1397e,O10,171,51.07,6.85,Gas turbine,Other fuels,1967,33.6,0.330,0.000,0.00,0,EXT,DH_DE_Ind,0.28,0.15,78
BNA1399,Oxea GmbH,96,51.52,6.80,Steam turbine,Other fuels,1929,38,0.330,0.000,0.00,0,EXT,DH_DE_Ind,0.28,0.15,88
BNA1400a,EZ1,341,51.05,12.11,Steam turbine,Lignite,1993,18.5,0.383,0.948,0.00,0,BKP,DH_DE_Ind,0.38,,49
BNA1400b,EZ1,341,51.05,12.11,Steam turbine,Oil(light),1993,18.5,0.377,0.705,0.00,0,BKP,DH_DE_Ind,0.68,,27
BNA1401a,BoA 2,164,51.04,6.61,Steam turbine,Lignite,2012,1050,0.429,0.847,0.00,0,,,,,
BNA1401b,BoA 3,164,51.04,6.61,Steam turbine,Lignite,2012,1050,0.429,0.847,0.00,0,,,,,
BNA1402,Heizkraftwerk zur Papierfabrik,57,52.62,7.86,Steam turbine,Natural gas,1995,18.1,0.380,0.532,0.00,0,BKP,DH_DE_Ind,0.65,,28
